id,Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
807,10700.0,3.16,295.0,4.12,3.16
4743,14200.0,18.6,390.0,24.2,18.6
3750,15400.0,14.7,422.0,19.1,14.7
1362,12900.0,5.33,353.0,6.95,5.34
2317,14700.0,9.07,403.0,11.8,9.07
4581,14900.0,17.9,408.0,23.4,17.9
4741,14200.0,18.6,390.0,24.2,18.6
1025,12300.0,4.01,337.0,5.23,4.02
3109,15200.0,12.2,418.0,15.9,12.2
2110,14400.0,8.26,396.0,10.8,8.26
1041,12300.0,4.07,338.0,5.31,4.08
1876,14100.0,7.34,386.0,9.58,7.35
881,12000.0,3.45,329.0,4.5,3.45
4299,15300.0,16.8,420.0,22.0,16.8
1192,12400.0,4.67,341.0,6.09,4.67
4587,14800.0,18.0,408.0,23.4,18.0
4510,15000.0,17.7,413.0,23.0,17.7
3670,15300.0,14.4,422.0,18.7,14.4
624,7000.0,2.44,192.0,3.19,2.45
2796,15000.0,10.9,414.0,14.3,10.9
4291,15300.0,16.8,420.0,21.9,16.8
4968,10900.0,19.4,298.0,25.4,19.5
233,1530.0,0.911,42.1,1.19,0.918
4566,14900.0,17.9,410.0,23.3,17.9
1662,13600.0,6.5,375.0,8.49,6.51
415,3450.0,1.62,94.8,2.12,1.63
4246,15300.0,16.6,421.0,21.7,16.6
2173,14500.0,8.51,398.0,11.1,8.51
1456,13100.0,5.7,361.0,7.43,5.7
746,9490.0,2.92,261.0,3.81,2.93
17,15.0,0.066,0.412,0.0861,0.0725
1200,12400.0,4.7,342.0,6.13,4.7
1699,13700.0,6.65,377.0,8.67,6.66
3253,15300.0,12.7,419.0,16.6,12.7
596,6460.0,2.33,178.0,3.04,2.34
3226,15200.0,12.6,419.0,16.5,12.6
4405,15200.0,17.2,418.0,22.5,17.2
4719,14300.0,18.5,394.0,24.1,18.5
1505,13300.0,5.89,365.0,7.68,5.9
1412,13000.0,5.53,357.0,7.21,5.53
1965,14200.0,7.69,390.0,10.0,7.7
371,2820.0,1.45,77.5,1.89,1.46
1340,12800.0,5.24,352.0,6.84,5.25
598,6490.0,2.34,179.0,3.05,2.35
238,1570.0,0.931,43.3,1.21,0.937
3400,15300.0,13.3,420.0,17.4,13.3
2067,14400.0,8.09,395.0,10.6,8.1
810,10800.0,3.17,296.0,4.14,3.18
1094,12400.0,4.28,340.0,5.59,4.29
4324,15300.0,16.9,420.0,22.1,16.9
4760,14100.0,18.6,387.0,24.3,18.6
3676,15300.0,14.4,422.0,18.8,14.4
3464,15300.0,13.6,421.0,17.7,13.6
3103,15200.0,12.1,418.0,15.8,12.2
2749,15000.0,10.8,413.0,14.0,10.8
2295,14600.0,8.98,402.0,11.7,8.99
4192,15300.0,16.4,421.0,21.4,16.4
3708,15300.0,14.5,422.0,18.9,14.5
3018,15200.0,11.8,417.0,15.4,11.8
4252,15300.0,16.6,421.0,21.7,16.6
803,10600.0,3.14,292.0,4.1,3.15
4190,15300.0,16.4,421.0,21.4,16.4
3705,15300.0,14.5,422.0,18.9,14.5
751,9590.0,2.94,264.0,3.83,2.95
4644,14700.0,18.2,403.0,23.7,18.2
2531,14900.0,9.91,408.0,12.9,9.91
621,6940.0,2.43,191.0,3.17,2.44
2297,14600.0,8.99,402.0,11.7,9.0
3828,15400.0,15.0,422.0,19.5,15.0
566,5900.0,2.22,162.0,2.89,2.22
1135,12400.0,4.44,340.0,5.79,4.45
1204,12500.0,4.71,343.0,6.15,4.72
1047,12300.0,4.1,338.0,5.35,4.1
51,95.8,0.199,2.63,0.26,0.206
3651,15300.0,14.3,422.0,18.6,14.3
1044,12300.0,4.09,338.0,5.33,4.09
2181,14500.0,8.54,399.0,11.1,8.54
2688,15000.0,10.5,412.0,13.7,10.5
534,5330.0,2.09,147.0,2.73,2.1
3184,15200.0,12.5,419.0,16.3,12.5
3857,15400.0,15.1,422.0,19.7,15.1
443,3870.0,1.73,107.0,2.26,1.74
3604,15300.0,14.1,421.0,18.4,14.1
195,1220.0,0.763,33.5,0.995,0.769
1115,12400.0,4.36,340.0,5.69,4.37
765,9880.0,2.99,272.0,3.9,3.0
1945,14200.0,7.61,390.0,9.93,7.62
3247,15200.0,12.7,419.0,16.6,12.7
3002,15200.0,11.8,417.0,15.3,11.8
1432,13100.0,5.6,359.0,7.31,5.61
4200,15300.0,16.4,421.0,21.4,16.4
3095,15200.0,12.1,418.0,15.8,12.1
2922,15100.0,11.4,415.0,14.9,11.4
644,7400.0,2.52,203.0,3.29,2.53
1049,12300.0,4.11,338.0,5.36,4.11
3745,15300.0,14.7,422.0,19.1,14.7
4093,15300.0,16.0,422.0,20.9,16.0
4403,15200.0,17.2,418.0,22.5,17.2
120,656.0,0.469,18.0,0.612,0.476
2052,14300.0,8.03,394.0,10.5,8.04
4258,15300.0,16.7,420.0,21.7,16.7
4888,12700.0,19.1,350.0,25.0,19.1
4334,15300.0,17.0,419.0,22.1,17.0
4691,14500.0,18.4,397.0,24.0,18.4
134,754.0,0.524,20.7,0.684,0.53
2460,14800.0,9.63,407.0,12.6,9.63
1954,14200.0,7.65,390.0,9.98,7.65
2463,14800.0,9.64,407.0,12.6,9.65
184,1140.0,0.72,31.2,0.939,0.726
1392,12900.0,5.45,356.0,7.11,5.45
2276,14600.0,8.91,402.0,11.6,8.91
511,4940.0,2.0,136.0,2.61,2.01
4729,14300.0,18.5,392.0,24.1,18.5
4054,15300.0,15.9,422.0,20.7,15.9
3137,15200.0,12.3,418.0,16.0,12.3
2669,15000.0,10.4,411.0,13.6,10.5
4773,14000.0,18.7,384.0,24.4,18.7
4861,13100.0,19.0,361.0,24.8,19.0
2117,14400.0,8.29,396.0,10.8,8.29
251,1690.0,0.982,46.4,1.28,0.988
3526,15300.0,13.8,421.0,18.0,13.8
3559,15300.0,13.9,421.0,18.2,13.9
4011,15400.0,15.7,422.0,20.5,15.7
1507,13300.0,5.9,365.0,7.69,5.9
122,668.0,0.477,18.4,0.622,0.483
4259,15300.0,16.7,420.0,21.7,16.7
3333,15300.0,13.0,420.0,17.0,13.1
1871,14000.0,7.32,386.0,9.55,7.33
3692,15300.0,14.5,422.0,18.9,14.5
567,5920.0,2.22,163.0,2.89,2.23
1371,12900.0,5.37,354.0,7.0,5.37
3185,15200.0,12.5,419.0,16.3,12.5
3955,15400.0,15.5,422.0,20.2,15.5
1056,12300.0,4.13,338.0,5.39,4.14
856,11600.0,3.35,319.0,4.37,3.36
3838,15400.0,15.0,422.0,19.6,15.0
2860,15100.0,11.2,415.0,14.6,11.2
4769,14000.0,18.7,385.0,24.3,18.7
776,10100.0,3.04,278.0,3.96,3.04
720,8950.0,2.82,246.0,3.68,2.82
2710,15000.0,10.6,412.0,13.8,10.6
2654,14900.0,10.4,411.0,13.6,10.4
4877,12900.0,19.1,355.0,24.9,19.1
602,6570.0,2.36,181.0,3.07,2.36
3822,15400.0,15.0,422.0,19.5,15.0
1244,12500.0,4.87,343.0,6.35,4.88
4845,13300.0,19.0,366.0,24.7,19.0
4841,13400.0,18.9,367.0,24.7,19.0
318,2300.0,1.24,63.3,1.62,1.25
828,11100.0,3.24,306.0,4.23,3.25
3263,15300.0,12.8,419.0,16.7,12.8
274,1890.0,1.07,52.1,1.4,1.08
2664,15000.0,10.4,411.0,13.6,10.4
549,5590.0,2.15,154.0,2.8,2.15
3641,15300.0,14.3,422.0,18.6,14.3
4053,15300.0,15.9,422.0,20.7,15.9
4892,12700.0,19.1,348.0,25.0,19.2
2934,15100.0,11.5,416.0,15.0,11.5
605,6630.0,2.37,182.0,3.09,2.37
896,12100.0,3.51,333.0,4.57,3.51
527,5210.0,2.06,143.0,2.69,2.07
4607,14800.0,18.0,406.0,23.5,18.0
2347,14700.0,9.19,404.0,12.0,9.19
3439,15300.0,13.5,421.0,17.6,13.5
4998,-45.0,19.6,-1.24,25.5,19.6
4826,13500.0,18.9,372.0,24.6,18.9
3922,15400.0,15.4,422.0,20.0,15.4
298,2110.0,1.17,58.1,1.52,1.17
2119,14400.0,8.29,396.0,10.8,8.3
2536,14900.0,9.93,408.0,12.9,9.93
4203,15300.0,16.5,421.0,21.5,16.5
3254,15300.0,12.7,419.0,16.6,12.7
3725,15300.0,14.6,422.0,19.0,14.6
1260,12500.0,4.93,344.0,6.43,4.94
1558,13400.0,6.1,368.0,7.95,6.1
3269,15300.0,12.8,419.0,16.7,12.8
4046,15300.0,15.8,422.0,20.7,15.8
756,9690.0,2.96,266.0,3.86,2.96
1010,12200.0,3.95,335.0,5.16,3.96
2794,15000.0,10.9,413.0,14.3,10.9
2905,15100.0,11.4,415.0,14.8,11.4
1870,14000.0,7.32,386.0,9.55,7.33
2229,14600.0,8.72,400.0,11.4,8.73
1173,12400.0,4.59,342.0,5.99,4.6
1832,14000.0,7.17,384.0,9.35,7.18
376,2870.0,1.47,79.0,1.92,1.48
3853,15400.0,15.1,422.0,19.7,15.1
3616,15300.0,14.2,422.0,18.5,14.2
798,10500.0,3.12,290.0,4.07,3.13
378,2900.0,1.48,79.6,1.93,1.49
1158,12400.0,4.53,341.0,5.91,4.54
3819,15400.0,14.9,422.0,19.5,15.0
2792,15000.0,10.9,413.0,14.3,10.9
2240,14600.0,8.77,400.0,11.4,8.77
4035,15300.0,15.8,422.0,20.6,15.8
2662,15000.0,10.4,411.0,13.6,10.4
4012,15300.0,15.7,422.0,20.5,15.7
2957,15100.0,11.6,416.0,15.1,11.6
3927,15400.0,15.4,422.0,20.1,15.4
1038,12300.0,4.06,338.0,5.3,4.07
3259,15300.0,12.8,419.0,16.6,12.8
1344,12800.0,5.26,352.0,6.86,5.27
2505,14800.0,9.8,408.0,12.8,9.81
1721,13800.0,6.74,378.0,8.79,6.74
4663,14600.0,18.3,401.0,23.8,18.3
175,1070.0,0.684,29.4,0.892,0.691
4893,12600.0,19.2,348.0,25.0,19.2
1909,14100.0,7.47,388.0,9.75,7.48
45,61.7,0.175,1.7,0.228,0.182
3409,15300.0,13.3,421.0,17.4,13.3
4674,14500.0,18.3,400.0,23.9,18.3
1075,12300.0,4.21,339.0,5.49,4.21
2829,15100.0,11.1,414.0,14.4,11.1
1504,13300.0,5.89,365.0,7.68,5.89
2309,14600.0,9.04,403.0,11.8,9.04
1436,13100.0,5.62,359.0,7.33,5.63
2418,14800.0,9.46,406.0,12.3,9.47
3986,15400.0,15.6,422.0,20.4,15.6
3098,15200.0,12.1,418.0,15.8,12.1
4588,14800.0,18.0,408.0,23.4,18.0
283,1980.0,1.11,54.3,1.44,1.11
4918,12200.0,19.3,335.0,25.1,19.3
842,11400.0,3.3,313.0,4.3,3.3
1513,13300.0,5.92,365.0,7.72,5.93
1168,12400.0,4.57,342.0,5.96,4.58
1592,13500.0,6.23,371.0,8.13,6.24
3460,15300.0,13.5,421.0,17.7,13.5
3165,15200.0,12.4,418.0,16.2,12.4
2284,14600.0,8.94,402.0,11.7,8.95
3575,15300.0,14.0,421.0,18.3,14.0
4870,13000.0,19.1,357.0,24.9,19.1
2305,14600.0,9.02,402.0,11.8,9.03
952,12300.0,3.73,338.0,4.86,3.73
4942,11600.0,19.3,320.0,25.2,19.3
3053,15200.0,11.9,417.0,15.6,12.0
4559,14900.0,17.8,410.0,23.3,17.9
2685,15000.0,10.5,412.0,13.7,10.5
1489,13200.0,5.83,363.0,7.6,5.83
927,12200.0,3.63,335.0,4.73,3.63
1209,12500.0,4.73,343.0,6.17,4.74
3973,15400.0,15.6,422.0,20.3,15.6
3545,15300.0,13.9,421.0,18.1,13.9
4361,15200.0,17.1,419.0,22.3,17.1
1921,14100.0,7.52,388.0,9.81,7.52
351,2620.0,1.37,72.0,1.79,1.38
4898,12600.0,19.2,345.0,25.0,19.2
3393,15300.0,13.3,420.0,17.3,13.3
2721,15000.0,10.7,412.0,13.9,10.7
4981,10300.0,19.5,284.0,25.4,19.5
718,8910.0,2.81,245.0,3.67,2.82
2702,15000.0,10.6,412.0,13.8,10.6
2722,15000.0,10.7,412.0,13.9,10.7
4561,14900.0,17.9,410.0,23.3,17.9
308,2210.0,1.21,60.7,1.57,1.21
1675,13700.0,6.56,376.0,8.55,6.56
833,11200.0,3.26,308.0,4.25,3.27
366,2770.0,1.43,76.1,1.87,1.44
4506,15000.0,17.6,413.0,23.0,17.6
2078,14400.0,8.13,395.0,10.6,8.14
4038,15300.0,15.8,422.0,20.6,15.8
4846,13300.0,19.0,366.0,24.7,19.0
4479,15100.0,17.5,415.0,22.9,17.5
1746,13800.0,6.83,380.0,8.91,6.84
19,17.5,0.0737,0.481,0.0961,0.0803
1322,12700.0,5.17,350.0,6.75,5.18
3567,15300.0,14.0,421.0,18.2,14.0
2521,14800.0,9.87,408.0,12.9,9.87
218,1400.0,0.853,38.6,1.11,0.859
1487,13200.0,5.82,363.0,7.59,5.83
438,3830.0,1.71,105.0,2.24,1.72
4174,15300.0,16.3,421.0,21.3,16.3
2750,15000.0,10.8,413.0,14.0,10.8
3288,15300.0,12.9,420.0,16.8,12.9
3433,15300.0,13.4,421.0,17.5,13.4
2525,14800.0,9.88,408.0,12.9,9.89
4650,14600.0,18.2,402.0,23.7,18.2
3688,15300.0,14.4,422.0,18.8,14.4
2763,15000.0,10.8,413.0,14.1,10.8
802,10600.0,3.14,292.0,4.09,3.15
2997,15200.0,11.7,417.0,15.3,11.7
2228,14600.0,8.72,400.0,11.4,8.73
4785,13900.0,18.7,382.0,24.4,18.7
2077,14400.0,8.13,395.0,10.6,8.14
582,6190.0,2.28,170.0,2.97,2.28
203,1280.0,0.794,35.2,1.04,0.8
4346,15200.0,17.0,419.0,22.2,17.0
3478,15300.0,13.6,421.0,17.8,13.6
2929,15100.0,11.5,416.0,15.0,11.5
3085,15200.0,12.1,418.0,15.8,12.1
1018,12200.0,3.98,336.0,5.2,3.99
1583,13500.0,6.2,370.0,8.08,6.2
1032,12300.0,4.04,337.0,5.27,4.05
1718,13800.0,6.72,378.0,8.77,6.73
1281,12600.0,5.01,346.0,6.54,5.02
2498,14800.0,9.78,408.0,12.8,9.78
3350,15300.0,13.1,420.0,17.1,13.1
517,5040.0,2.02,138.0,2.64,2.03
1747,13800.0,6.84,380.0,8.92,6.84
4652,14600.0,18.2,402.0,23.8,18.2
3732,15300.0,14.6,422.0,19.1,14.6
668,7880.0,2.61,217.0,3.41,2.62
4059,15300.0,15.9,422.0,20.7,15.9
3026,15200.0,11.8,417.0,15.5,11.9
4932,11900.0,19.3,327.0,25.2,19.3
3286,15300.0,12.9,420.0,16.8,12.9
2650,14900.0,10.4,411.0,13.5,10.4
4453,15100.0,17.4,416.0,22.7,17.4
3192,15200.0,12.5,419.0,16.3,12.5
2124,14400.0,8.31,397.0,10.8,8.32
3375,15300.0,13.2,420.0,17.2,13.2
3392,15300.0,13.3,420.0,17.3,13.3
3485,15300.0,13.6,421.0,17.8,13.6
759,9750.0,2.97,268.0,3.87,2.98
3379,15300.0,13.2,420.0,17.3,13.2
4440,15100.0,17.4,416.0,22.7,17.4
2526,14800.0,9.89,408.0,12.9,9.89
4858,13200.0,19.0,362.0,24.8,19.0
907,12200.0,3.55,335.0,4.63,3.56
2683,15000.0,10.5,411.0,13.7,10.5
214,1370.0,0.837,37.7,1.09,0.844
3331,15300.0,13.0,420.0,17.0,13.0
4458,15100.0,17.4,416.0,22.8,17.5
693,8390.0,2.71,231.0,3.54,2.72
1503,13300.0,5.88,364.0,7.67,5.89
2414,14800.0,9.45,406.0,12.3,9.45
2118,14400.0,8.29,396.0,10.8,8.3
3858,15400.0,15.1,422.0,19.7,15.1
2462,14800.0,9.64,407.0,12.6,9.64
3635,15300.0,14.2,422.0,18.6,14.2
4105,15300.0,16.1,422.0,21.0,16.1
4478,15100.0,17.5,415.0,22.9,17.5
196,1230.0,0.766,33.7,1.0,0.773
4667,14600.0,18.3,400.0,23.8,18.3
1543,13400.0,6.04,367.0,7.88,6.05
1330,12800.0,5.21,351.0,6.79,5.21
879,12000.0,3.44,329.0,4.49,3.45
4502,15000.0,17.6,414.0,23.0,17.6
3501,15300.0,13.7,421.0,17.9,13.7
3894,15400.0,15.2,422.0,19.9,15.2
4990,9850.0,19.5,271.0,25.5,19.5
887,12000.0,3.47,331.0,4.53,3.48
1345,12800.0,5.26,352.0,6.87,5.27
68,261.0,0.265,7.19,0.346,0.272
4210,15300.0,16.5,421.0,21.5,16.5
1815,13900.0,7.1,383.0,9.27,7.11
568,5940.0,2.22,163.0,2.9,2.23
2167,14500.0,8.48,398.0,11.1,8.49
96,539.0,0.375,14.8,0.489,0.382
4181,15300.0,16.4,421.0,21.3,16.4
3353,15300.0,13.1,420.0,17.1,13.1
139,790.0,0.543,21.7,0.709,0.55
4954,11300.0,19.4,311.0,25.3,19.4
2602,14900.0,10.2,410.0,13.3,10.2
4023,15300.0,15.7,422.0,20.5,15.8
4772,14000.0,18.7,384.0,24.4,18.7
1606,13500.0,6.29,371.0,8.2,6.29
1629,13600.0,6.38,373.0,8.32,6.38
1539,13400.0,6.02,367.0,7.86,6.03
1694,13700.0,6.63,377.0,8.65,6.64
2059,14300.0,8.06,394.0,10.5,8.07
463,4160.0,1.81,114.0,2.36,1.82
2330,14700.0,9.12,403.0,11.9,9.13
3043,15200.0,11.9,417.0,15.5,11.9
4734,14200.0,18.5,391.0,24.2,18.5
594,6420.0,2.32,176.0,3.03,2.33
3814,15400.0,14.9,422.0,19.5,14.9
625,7020.0,2.45,193.0,3.19,2.45
450,3970.0,1.76,109.0,2.3,1.77
1499,13200.0,5.87,364.0,7.65,5.87
2456,14800.0,9.61,407.0,12.5,9.62
4722,14300.0,18.5,393.0,24.1,18.5
2984,15100.0,11.7,416.0,15.2,11.7
1569,13400.0,6.14,369.0,8.01,6.15
1034,12300.0,4.05,337.0,5.28,4.05
3518,15300.0,13.8,421.0,18.0,13.8
1557,13400.0,6.09,368.0,7.95,6.1
3624,15300.0,14.2,422.0,18.5,14.2
4664,14600.0,18.3,401.0,23.8,18.3
150,876.0,0.586,24.1,0.764,0.593
1420,13000.0,5.56,358.0,7.25,5.56
2011,14300.0,7.87,392.0,10.3,7.88
2686,15000.0,10.5,411.0,13.7,10.5
1786,13900.0,6.99,382.0,9.12,7.0
88,516.0,0.344,14.2,0.449,0.35
457,4070.0,1.79,112.0,2.33,1.79
1305,12700.0,5.11,348.0,6.66,5.11
2925,15100.0,11.4,416.0,14.9,11.5
3270,15300.0,12.8,419.0,16.7,12.8
3227,15200.0,12.6,419.0,16.5,12.6
1988,14200.0,7.78,391.0,10.2,7.79
3754,15300.0,14.7,422.0,19.2,14.7
3646,15300.0,14.3,422.0,18.6,14.3
831,11200.0,3.25,307.0,4.24,3.26
239,1580.0,0.935,43.5,1.22,0.941
4681,14500.0,18.3,399.0,23.9,18.3
3022,15200.0,11.8,417.0,15.4,11.8
3148,15200.0,12.3,418.0,16.1,12.3
1946,14200.0,7.62,390.0,9.94,7.62
2775,15000.0,10.9,413.0,14.2,10.9
192,1200.0,0.751,32.9,0.98,0.757
4849,13300.0,19.0,365.0,24.8,19.0
4939,11700.0,19.3,322.0,25.2,19.3
944,12300.0,3.69,337.0,4.82,3.7
1268,12600.0,4.96,345.0,6.47,4.97
4231,15300.0,16.6,421.0,21.6,16.6
2307,14600.0,9.03,403.0,11.8,9.04
4424,15200.0,17.3,417.0,22.6,17.3
4711,14400.0,18.4,395.0,24.1,18.4
2313,14600.0,9.05,403.0,11.8,9.06
3214,15200.0,12.6,419.0,16.4,12.6
2732,15000.0,10.7,412.0,13.9,10.7
1926,14100.0,7.54,389.0,9.83,7.54
4227,15300.0,16.5,421.0,21.6,16.6
4676,14500.0,18.3,399.0,23.9,18.3
800,10600.0,3.13,291.0,4.08,3.14
3671,15300.0,14.4,422.0,18.7,14.4
4193,15300.0,16.4,421.0,21.4,16.4
2968,15100.0,11.6,416.0,15.2,11.6
4793,13800.0,18.8,380.0,24.5,18.8
4368,15200.0,17.1,419.0,22.3,17.1
2776,15000.0,10.9,413.0,14.2,10.9
2970,15100.0,11.6,416.0,15.2,11.6
3867,15400.0,15.1,422.0,19.7,15.1
1743,13800.0,6.82,380.0,8.9,6.83
3948,15400.0,15.5,422.0,20.2,15.5
3802,15400.0,14.9,422.0,19.4,14.9
2024,14300.0,7.92,393.0,10.3,7.93
2274,14600.0,8.9,402.0,11.6,8.91
99,552.0,0.387,15.2,0.505,0.393
4921,12100.0,19.3,333.0,25.1,19.3
3407,15300.0,13.3,420.0,17.4,13.3
4245,15300.0,16.6,421.0,21.7,16.6
4619,14700.0,18.1,405.0,23.6,18.1
4916,12200.0,19.2,336.0,25.1,19.2
191,1190.0,0.747,32.7,0.974,0.754
4696,14400.0,18.4,397.0,24.0,18.4
1784,13900.0,6.98,382.0,9.11,6.99
1532,13300.0,6.0,367.0,7.82,6.0
2834,15100.0,11.1,414.0,14.5,11.1
4444,15100.0,17.4,416.0,22.7,17.4
4915,12200.0,19.2,337.0,25.1,19.2
1598,13500.0,6.25,371.0,8.16,6.26
1779,13900.0,6.96,382.0,9.08,6.97
4900,12500.0,19.2,344.0,25.0,19.2
2574,14900.0,10.1,409.0,13.1,10.1
3398,15300.0,13.3,420.0,17.3,13.3
3975,15400.0,15.6,422.0,20.3,15.6
3770,15400.0,14.8,422.0,19.2,14.8
166,1010.0,0.649,27.8,0.847,0.656
1751,13800.0,6.85,380.0,8.94,6.86
1479,13200.0,5.79,363.0,7.55,5.79
1024,12200.0,4.01,337.0,5.23,4.01
1788,13900.0,7.0,382.0,9.13,7.0
2264,14600.0,8.86,401.0,11.6,8.87
2473,14800.0,9.68,407.0,12.6,9.69
1822,14000.0,7.13,384.0,9.3,7.14
1220,12500.0,4.77,344.0,6.23,4.78
1666,13600.0,6.52,375.0,8.51,6.53
2960,15100.0,11.6,416.0,15.1,11.6
152,893.0,0.594,24.5,0.775,0.601
2534,14900.0,9.92,408.0,12.9,9.92
4688,14500.0,18.3,398.0,23.9,18.4
1978,14200.0,7.74,391.0,10.1,7.75
1469,13200.0,5.75,362.0,7.5,5.76
2807,15000.0,11.0,414.0,14.3,11.0
2512,14800.0,9.83,408.0,12.8,9.84
2943,15100.0,11.5,416.0,15.0,11.5
2980,15100.0,11.7,416.0,15.2,11.7
4822,13600.0,18.9,373.0,24.6,18.9
3017,15200.0,11.8,417.0,15.4,11.8
1566,13400.0,6.13,369.0,8.0,6.14
31,26.9,0.121,0.74,0.158,0.127
937,12300.0,3.67,337.0,4.78,3.67
1215,12500.0,4.76,344.0,6.2,4.76
1937,14200.0,7.58,389.0,9.89,7.59
1129,12400.0,4.42,340.0,5.76,4.42
309,2220.0,1.21,60.9,1.58,1.22
4901,12500.0,19.2,344.0,25.0,19.2
2168,14500.0,8.49,398.0,11.1,8.49
3113,15200.0,12.2,418.0,15.9,12.2
495,4670.0,1.94,128.0,2.53,1.94
205,1300.0,0.802,35.7,1.05,0.808
2673,15000.0,10.5,411.0,13.6,10.5
3357,15300.0,13.1,420.0,17.1,13.1
3830,15400.0,15.0,422.0,19.6,15.0
305,2180.0,1.19,59.9,1.56,1.2
3793,15400.0,14.8,422.0,19.4,14.9
2201,14500.0,8.61,399.0,11.2,8.62
1061,12300.0,4.15,338.0,5.42,4.16
843,11400.0,3.3,313.0,4.3,3.31
3872,15400.0,15.2,422.0,19.8,15.2
2251,14600.0,8.81,401.0,11.5,8.82
211,1350.0,0.825,37.0,1.08,0.832
3997,15400.0,15.6,422.0,20.4,15.7
679,8110.0,2.66,223.0,3.47,2.66
565,5880.0,2.21,162.0,2.88,2.22
3290,15300.0,12.9,420.0,16.8,12.9
4354,15200.0,17.0,419.0,22.2,17.0
680,8130.0,2.66,223.0,3.47,2.67
180,1110.0,0.704,30.4,0.918,0.71
4279,15300.0,16.7,420.0,21.8,16.8
2495,14800.0,9.77,408.0,12.7,9.77
2316,14700.0,9.07,403.0,11.8,9.07
4273,15300.0,16.7,420.0,21.8,16.7
278,1930.0,1.09,53.0,1.42,1.09
3683,15300.0,14.4,422.0,18.8,14.4
4762,14100.0,18.6,386.0,24.3,18.6
432,3740.0,1.69,103.0,2.2,1.7
289,2030.0,1.13,55.8,1.47,1.14
1027,12300.0,4.02,337.0,5.24,4.03
535,5350.0,2.09,147.0,2.73,2.1
3631,15300.0,14.2,422.0,18.5,14.2
188,1170.0,0.735,32.0,0.959,0.742
2174,14500.0,8.51,398.0,11.1,8.52
3915,15400.0,15.3,422.0,20.0,15.3
1862,14000.0,7.29,386.0,9.51,7.29
270,1860.0,1.06,51.1,1.38,1.06
1728,13800.0,6.76,379.0,8.82,6.77
4075,15300.0,16.0,422.0,20.8,16.0
2157,14500.0,8.44,398.0,11.0,8.45
3931,15400.0,15.4,422.0,20.1,15.4
111,611.0,0.434,16.8,0.566,0.44
2384,14700.0,9.33,405.0,12.2,9.34
220,1420.0,0.86,39.0,1.12,0.867
627,7060.0,2.45,194.0,3.2,2.46
1181,12400.0,4.62,341.0,6.03,4.63
3381,15300.0,13.2,420.0,17.3,13.2
2422,14800.0,9.48,406.0,12.4,9.49
790,10400.0,3.09,285.0,4.03,3.1
4275,15300.0,16.7,420.0,21.8,16.7
461,4130.0,1.8,114.0,2.35,1.81
4402,15200.0,17.2,418.0,22.5,17.2
551,5630.0,2.16,155.0,2.81,2.16
3129,15200.0,12.2,418.0,16.0,12.3
1444,13100.0,5.65,360.0,7.37,5.66
198,1240.0,0.774,34.2,1.01,0.781
2589,14900.0,10.1,410.0,13.2,10.1
402,3240.0,1.57,89.0,2.05,1.58
3959,15400.0,15.5,422.0,20.2,15.5
4189,15300.0,16.4,421.0,21.4,16.4
4763,14000.0,18.6,386.0,24.3,18.6
2095,14400.0,8.2,396.0,10.7,8.21
2900,15100.0,11.4,415.0,14.8,11.4
4462,15100.0,17.5,416.0,22.8,17.5
650,7520.0,2.54,207.0,3.32,2.55
708,8700.0,2.77,239.0,3.61,2.78
1480,13200.0,5.79,363.0,7.56,5.8
4414,15200.0,17.3,417.0,22.5,17.3
3065,15200.0,12.0,417.0,15.6,12.0
2395,14700.0,9.37,405.0,12.2,9.38
1769,13900.0,6.92,381.0,9.03,6.93
314,2260.0,1.23,62.2,1.6,1.23
3761,15300.0,14.7,422.0,19.2,14.7
4909,12400.0,19.2,340.0,25.1,19.2
113,621.0,0.442,17.1,0.576,0.448
960,12300.0,3.76,338.0,4.9,3.76
2910,15100.0,11.4,415.0,14.9,11.4
3405,15300.0,13.3,420.0,17.4,13.3
1623,13500.0,6.35,372.0,8.29,6.36
3322,15300.0,13.0,420.0,17.0,13.0
4999,-45.8,19.6,-1.26,25.5,19.6
1818,14000.0,7.12,384.0,9.28,7.12
3194,15200.0,12.5,419.0,16.3,12.5
3007,15200.0,11.8,417.0,15.4,11.8
3414,15300.0,13.4,421.0,17.4,13.4
4528,15000.0,17.7,412.0,23.1,17.7
1897,14100.0,7.43,387.0,9.69,7.43
1918,14100.0,7.51,388.0,9.79,7.51
1270,12600.0,4.97,346.0,6.48,4.98
4176,15300.0,16.3,421.0,21.3,16.4
4962,11100.0,19.4,304.0,25.3,19.4
4883,12800.0,19.1,352.0,24.9,19.1
4094,15300.0,16.0,422.0,20.9,16.0
3159,15200.0,12.4,418.0,16.1,12.4
1813,13900.0,7.1,383.0,9.26,7.1
2426,14800.0,9.5,406.0,12.4,9.5
3950,15400.0,15.5,422.0,20.2,15.5
4428,15200.0,17.3,417.0,22.6,17.3
2142,14400.0,8.38,397.0,10.9,8.39
1626,13600.0,6.36,373.0,8.3,6.37
789,10400.0,3.09,285.0,4.03,3.09
3786,15400.0,14.8,422.0,19.3,14.8
1864,14000.0,7.3,386.0,9.52,7.3
2865,15100.0,11.2,415.0,14.6,11.2
871,11800.0,3.41,326.0,4.45,3.42
3271,15300.0,12.8,419.0,16.7,12.8
3833,15400.0,15.0,422.0,19.6,15.0
